# resolution	permeability bgk		permeability bgk
       128	2.93525664163410986E-006	3.33548060170300126E-006
       256	2.89983038849714341E-006	3.06255912220030282E-006
       512	3.00382401295883008E-006	3.06689517642471173E-006
       768	3.05989872702252881E-006	3.09691492888173747E-006
