1.0 1.0 0.640126
1.0 1.1 0.668261
1.0 1.2 0.688098
1.0 1.3 0.698433
1.0 1.4 0.704498
1.0 1.5 0.707072
1.0 1.6 0.707236
1.0 1.7 0.706165
1.0 1.8 0.704081
1.0 1.9 0.700764
1.0 2.0 0.700023
1.0 2.1 0.695886
1.0 2.2 0.693938
1.0 2.3 0.690702
1.0 2.4 0.687773
1.0 2.5 0.683669

1.1 1.0 0.670869
1.1 1.1 0.692935
1.1 1.2 0.707472
1.1 1.3 0.714294
1.1 1.4 0.717255
1.1 1.5 0.717735
1.1 1.6 0.71578
1.1 1.7 0.713862
1.1 1.8 0.711829
1.1 1.9 0.709641
1.1 2.0 0.706441
1.1 2.1 0.703625
1.1 2.2 0.69981
1.1 2.3 0.696533
1.1 2.4 0.694137
1.1 2.5 0.690347

1.2 1.0 0.689193
1.2 1.1 0.70798
1.2 1.2 0.716998
1.2 1.3 0.721549
1.2 1.4 0.721625
1.2 1.5 0.721526
1.2 1.6 0.719457
1.2 1.7 0.717215
1.2 1.8 0.714725
1.2 1.9 0.71246
1.2 2.0 0.709374
1.2 2.1 0.705458
1.2 2.2 0.703411
1.2 2.3 0.700368
1.2 2.4 0.696858
1.2 2.5 0.693608

1.3 1.0 0.699547
1.3 1.1 0.712815
1.3 1.2 0.721189
1.3 1.3 0.724339
1.3 1.4 0.723604
1.3 1.5 0.722215
1.3 1.6 0.721284
1.3 1.7 0.718318
1.3 1.8 0.715399
1.3 1.9 0.713197
1.3 2.0 0.710169
1.3 2.1 0.706481
1.3 2.2 0.703619
1.3 2.3 0.700665
1.3 2.4 0.69799
1.3 2.5 0.694343

1.4 1.0 0.702581
1.4 1.1 0.715679
1.4 1.2 0.721805
1.4 1.3 0.723387
1.4 1.4 0.723374
1.4 1.5 0.722917
1.4 1.6 0.720347
1.4 1.7 0.717951
1.4 1.8 0.715668
1.4 1.9 0.712964
1.4 2.0 0.710151
1.4 2.1 0.706055
1.4 2.2 0.702083
1.4 2.3 0.699325
1.4 2.4 0.697188
1.4 2.5 0.693369

1.5 1.0 0.704164
1.5 1.1 0.715077
1.5 1.2 0.721676
1.5 1.3 0.723437
1.5 1.4 0.722577
1.5 1.5 0.721937
1.5 1.6 0.71916
1.5 1.7 0.716645
1.5 1.8 0.714467
1.5 1.9 0.711349
1.5 2.0 0.708493
1.5 2.1 0.704452
1.5 2.2 0.701659
1.5 2.3 0.699479
1.5 2.4 0.695376
1.5 2.5 0.689107

1.6 1.0 0.703574
1.6 1.1 0.713656
1.6 1.2 0.720762
1.6 1.3 0.721903
1.6 1.4 0.721632
1.6 1.5 0.719438
1.6 1.6 0.718756
1.6 1.7 0.716145
1.6 1.8 0.712837
1.6 1.9 0.709233
1.6 2.0 0.706067
1.6 2.1 0.703939
1.6 2.2 0.70146
1.6 2.3 0.697409
1.6 2.4 0.691347
1.6 2.5 0.688664

1.7 1.0 0.701956
1.7 1.1 0.712386
1.7 1.2 0.718626
1.7 1.3 0.719612
1.7 1.4 0.720352
1.7 1.5 0.718624
1.7 1.6 0.715938
1.7 1.7 0.714306
1.7 1.8 0.712535
1.7 1.9 0.70826
1.7 2.0 0.705597
1.7 2.1 0.702281
1.7 2.2 0.699287
1.7 2.3 0.69621
1.7 2.4 0.692273
1.7 2.5 0.688656

1.8 1.0 0.701042
1.8 1.1 0.710711
1.8 1.2 0.716845
1.8 1.3 0.718384
1.8 1.4 0.719187
1.8 1.5 0.717201
1.8 1.6 0.715205
1.8 1.7 0.712536
1.8 1.8 0.709051
1.8 1.9 0.706995
1.8 2.0 0.704044
1.8 2.1 0.702079
1.8 2.2 0.699542
1.8 2.3 0.692379
1.8 2.4 0.688434
1.8 2.5 0.688005

1.9 1.0 0.698954
1.9 1.1 0.709108
1.9 1.2 0.714791
1.9 1.3 0.717412
1.9 1.4 0.717024
1.9 1.5 0.717299
1.9 1.6 0.71499
1.9 1.7 0.711846
1.9 1.8 0.708017
1.9 1.9 0.70542
1.9 2.0 0.702463
1.9 2.1 0.700656
1.9 2.2 0.694716
1.9 2.3 0.692029
1.9 2.4 0.689188
1.9 2.5 0.687286

2.0 1.0 0.698342
2.0 1.1 0.708247
2.0 1.2 0.712734
2.0 1.3 0.715951
2.0 1.4 0.715429
2.0 1.5 0.715624
2.0 1.6 0.712839
2.0 1.7 0.710026
2.0 1.8 0.707459
2.0 1.9 0.704691
2.0 2.0 0.702179
2.0 2.1 0.700366
2.0 2.2 0.692881
2.0 2.3 0.691314
2.0 2.4 0.687875
2.0 2.5 0.688249

2.1 1.0 0.695223
2.1 1.1 0.706017
2.1 1.2 0.711963
2.1 1.3 0.714635
2.1 1.4 0.714969
2.1 1.5 0.714069
2.1 1.6 0.712944
2.1 1.7 0.709239
2.1 1.8 0.706935
2.1 1.9 0.703941
2.1 2.0 0.70309
2.1 2.1 0.695457
2.1 2.2 0.693367
2.1 2.3 0.691236
2.1 2.4 0.689355
2.1 2.5 0.686582

2.2 1.0 0.694792
2.2 1.1 0.704556
2.2 1.2 0.711098
2.2 1.3 0.713745
2.2 1.4 0.712823
2.2 1.5 0.713534
2.2 1.6 0.711006
2.2 1.7 0.707742
2.2 1.8 0.706123
2.2 1.9 0.704113
2.2 2.0 0.702272
2.2 2.1 0.694965
2.2 2.2 0.69213
2.2 2.3 0.690795
2.2 2.4 0.68883
2.2 2.5 0.685863

2.3 1.0 0.69276
2.3 1.1 0.703428
2.3 1.2 0.710102
2.3 1.3 0.712522
2.3 1.4 0.713584
2.3 1.5 0.713009
2.3 1.6 0.709082
2.3 1.7 0.706828
2.3 1.8 0.70668
2.3 1.9 0.704557
2.3 2.0 0.69788
2.3 2.1 0.695099
2.3 2.2 0.692386
2.3 2.3 0.691304
2.3 2.4 0.689198
2.3 2.5 0.688453

2.4 1.0 0.690226
2.4 1.1 0.70235
2.4 1.2 0.710046
2.4 1.3 0.710773
2.4 1.4 0.713155
2.4 1.5 0.711056
2.4 1.6 0.70917
2.4 1.7 0.707426
2.4 1.8 0.705997
2.4 1.9 0.704504
2.4 2.0 0.695263
2.4 2.1 0.696268
2.4 2.2 0.694486
2.4 2.3 0.691467
2.4 2.4 0.688835
2.4 2.5 0.687669

2.5 1.0 0.690775
2.5 1.1 0.702833
2.5 1.2 0.707731
2.5 1.3 0.710651
2.5 1.4 0.713977
2.5 1.5 0.711884
2.5 1.6 0.709225
