1.0 1.0 0.64469 5.93827
1.0 1.1 0.67318 7.18482
1.0 1.2 0.69132 8.08049
1.0 1.3 0.7058 8.49929
1.0 1.4 0.71311 8.75414
1.0 1.5 0.70861 8.92981
1.0 1.6 0.71149 9.04268
1.0 1.7 0.71275 9.15483
1.0 1.8 0.70463 9.17898
1.0 1.9 0.70615 9.1392
1.0 2.0 0.70612 9.22942
1.0 2.1 0.70064 9.26387
1.0 2.2 0.6971 9.15933
1.0 2.3 0.6972 9.22449
1.0 2.4 0.69404 9.21717
1.0 2.5 0.68859 9.28066

1.1 1.0 0.67639 7.31871
1.1 1.1 0.69709 8.32914
1.1 1.2 0.71241 8.98643
1.1 1.3 0.719 9.28
1.1 1.4 0.72228 9.54921
1.1 1.5 0.72379 9.67353
1.1 1.6 0.72054 9.75556
1.1 1.7 0.71813 9.79722
1.1 1.8 0.7171 9.80278
1.1 1.9 0.71463 9.86348
1.1 2.0 0.70995 9.86348
1.1 2.1 0.70758 9.84729
1.1 2.2 0.70444 9.80999
1.1 2.3 0.70339 9.87108
1.1 2.4 0.70279 9.82906
1.1 2.5 0.69642 9.87892

1.2 1.0 0.69363 8.0309
1.2 1.1 0.71051 8.95937
1.2 1.2 0.72159 9.38621
1.2 1.3 0.72723 9.70576
1.2 1.4 0.72365 9.85528
1.2 1.5 0.72583 9.95694
1.2 1.6 0.7275 10.0201
1.2 1.7 0.72335 10.0271
1.2 1.8 0.72138 10.0844
1.2 1.9 0.72054 10.0795
1.2 2.0 0.71688 10.1183
1.2 2.1 0.71034 10.0906
1.2 2.2 0.70792 10.1878
1.2 2.3 0.70628 10.1041
1.2 2.4 0.70205 9.76301
1.2 2.5 0.69856 10.0035

1.3 1.0 0.70478 8.42831
1.3 1.1 0.71514 9.20966
1.3 1.2 0.72674 9.68
1.3 1.3 0.72983 9.96571
1.3 1.4 0.72955 10.0281
1.3 1.5 0.72462 10.0757
1.3 1.6 0.72574 10.1345
1.3 1.7 0.72289 10.1979
1.3 1.8 0.71883 10.2338
1.3 1.9 0.71838 10.2774
1.3 2.0 0.71746 10.2338
1.3 2.1 0.71108 10.1667
1.3 2.2 0.70691 10.1694
1.3 2.3 0.70604 10.2482
1.3 2.4 0.70441 10.2257
1.3 2.5 0.6988 10.1533

1.4 1.0 0.70926 8.6396
1.4 1.1 0.72163 9.42483
1.4 1.2 0.72857 9.77846
1.4 1.3 0.728 10.0178
1.4 1.4 0.72971 10.2021
1.4 1.5 0.7285 10.1855
1.4 1.6 0.72699 10.2507
1.4 1.7 0.7227 10.2276
1.4 1.8 0.7199 10.3646
1.4 1.9 0.72033 10.2345
1.4 2.0 0.71467 10.3051
1.4 2.1 0.71329 10.2924
1.4 2.2 0.70725 10.3263
1.4 2.3 0.70594 10.2736
1.4 2.4 0.70444 10.2672
1.4 2.5 0.7005 10.1821

1.5 1.0 0.70995 8.72714
1.5 1.1 0.71942 9.52069
1.5 1.2 0.72783 9.85665
1.5 1.3 0.72903 10.0768
1.5 1.4 0.72622 10.195
1.5 1.5 0.72743 10.2663
1.5 1.6 0.72531 10.2919
1.5 1.7 0.72339 10.2829
1.5 1.8 0.71861 10.386
1.5 1.9 0.71467 10.3314
1.5 2.0 0.7162 10.3028
1.5 2.1 0.70994 10.2986
1.5 2.2 0.708 10.2382
1.5 2.3 0.70299 10.1528
1.5 2.4 0.70547 10.2504
1.5 2.5 0.6982 9.86306

1.6 1.0 0.70865 8.81357
1.6 1.1 0.71798 9.56207
1.6 1.2 0.72758 9.94719
1.6 1.3 0.72832 10.1632
1.6 1.4 0.72656 10.1868
1.6 1.5 0.72598 10.2792
1.6 1.6 0.72476 10.3258
1.6 1.7 0.72255 10.339
1.6 1.8 0.71799 10.3293
1.6 1.9 0.71425 10.3681
1.6 2.0 0.71176 10.2424
1.6 2.1 0.70995 10.3194
1.6 2.2 0.70648 10.2468
1.6 2.3 0.70572 10.0889
1.6 2.4 0.69935 10.0982
1.6 2.5 0.69649 9.93297

1.7 1.0 0.70888 8.86071
1.7 1.1 0.71714 9.59012
1.7 1.2 0.72411 9.95748
1.7 1.3 0.72581 10.1569
1.7 1.4 0.72494 10.2385
1.7 1.5 0.72246 10.2525
1.7 1.6 0.7197 10.3369
1.7 1.7 0.71908 10.3162
1.7 1.8 0.71947 10.375
1.7 1.9 0.71292 10.3333
1.7 2.0 0.71069 10.3049
1.7 2.1 0.71239 10.3639
1.7 2.2 0.70495 10.2869
1.7 2.3 0.7045 10.3214
1.7 2.4 0.69596 9.97018
1.7 2.5 0.69615 9.84505

1.8 1.0 0.70577 8.86069
1.8 1.1 0.71439 9.64266
1.8 1.2 0.72251 9.98697
1.8 1.3 0.7224 10.1028
1.8 1.4 0.72399 10.2385
1.8 1.5 0.71972 10.2601
1.8 1.6 0.71949 10.3445
1.8 1.7 0.71672 10.3307
1.8 1.8 0.71427 10.3806
1.8 1.9 0.71306 10.3444
1.8 2.0 0.71157 10.2889
1.8 2.1 0.70716 10.2993
1.8 2.2 0.70493 10.3035
1.8 2.3 0.69792 9.89405
1.8 2.4 0.69548 9.81651
1.8 2.5 0.69521 9.9236

1.9 1.0 0.70466 8.87714
1.9 1.1 0.71485 9.60847
1.9 1.2 0.72008 9.94792
1.9 1.3 0.72221 10.1764
1.9 1.4 0.72209 10.2243
1.9 1.5 0.7223 10.2712
1.9 1.6 0.72016 10.2622
1.9 1.7 0.71808 10.2712
1.9 1.8 0.71473 10.3056
1.9 1.9 0.71299 10.2903
1.9 2.0 0.70913 10.216
1.9 2.1 0.70757 10.1958
1.9 2.2 0.70015 9.84793
1.9 2.3 0.70046 9.83712
1.9 2.4 0.69567 9.86739
1.9 2.5 0.69236 9.83568

2.0 1.0 0.7044 8.94392
2.0 1.1 0.71399 9.62046
2.0 1.2 0.71799 9.98542
2.0 1.3 0.72132 10.1535
2.0 1.4 0.72354 10.1819
2.0 1.5 0.72342 10.2497
2.0 1.6 0.71611 10.2829
2.0 1.7 0.71687 10.2958
2.0 1.8 0.71511 10.2688
2.0 1.9 0.70874 10.2944
2.0 2.0 0.70901 10.2049
2.0 2.1 0.7079 10.241
2.0 2.2 0.69784 9.85071
2.0 2.3 0.69779 9.83784
2.0 2.4 0.69416 9.76937
2.0 2.5 0.69229 9.68721

2.1 1.0 0.69987 8.90229
2.1 1.1 0.71184 9.61905
2.1 1.2 0.71577 9.94306
2.1 1.3 0.71774 10.0882
2.1 1.4 0.72091 10.184
2.1 1.5 0.71993 10.2221
2.1 1.6 0.71641 10.2843
2.1 1.7 0.71445 10.2701
2.1 1.8 0.71203 10.2236
2.1 1.9 0.7089 10.2882
2.1 2.0 0.70703 10.1653
2.1 2.1 0.7055 9.87604
2.1 2.2 0.70288 9.83928
2.1 2.3 0.70191 9.78883
2.1 2.4 0.69268 9.74327
2.1 2.5 0.69403 9.74982

2.2 1.0 0.70006 8.93333
2.2 1.1 0.70934 9.61905
2.2 1.2 0.71726 9.98681
2.2 1.3 0.72134 10.0715
2.2 1.4 0.71869 10.2013
2.2 1.5 0.71879 10.2456
2.2 1.6 0.71632 10.229
2.2 1.7 0.71308 10.2194
2.2 1.8 0.71505 10.2361
2.2 1.9 0.71003 10.1424
2.2 2.0 0.70889 10.2264
2.2 2.1 0.7021 9.91423
2.2 2.2 0.69736 9.83495
2.2 2.3 0.69544 9.67279
2.2 2.4 0.69785 9.66054
2.2 2.5 0.69289 9.72624

2.3 1.0 0.69501 8.87337
2.3 1.1 0.70761 9.5973
2.3 1.2 0.71579 9.93819
2.3 1.3 0.71751 10.0934
2.3 1.4 0.7192 10.148
2.3 1.5 0.72068 10.2463
2.3 1.6 0.71365 10.2083
2.3 1.7 0.71054 10.2375
2.3 1.8 0.71149 10.2097
2.3 1.9 0.7103 10.0882
2.3 2.0 0.70606 9.78
2.3 2.1 0.69911 9.78214
2.3 2.2 0.69994 9.75423
2.3 2.3 0.69666 9.65309
2.3 2.4 0.69657 9.71055
2.3 2.5 0.69541 9.56582

2.4 1.0 0.69455 8.87407
2.4 1.1 0.70986 9.59091
2.4 1.2 0.71473 9.87153
2.4 1.3 0.71464 10.0277
2.4 1.4 0.71748 10.146
2.4 1.5 0.71718 10.2158
2.4 1.6 0.71711 10.1979
2.4 1.7 0.71516 10.1958
2.4 1.8 0.71354 10.2125
2.4 1.9 0.71015 10.1382
2.4 2.0 0.70546 9.79099
2.4 2.1 0.70192 9.77714
2.4 2.2 0.70479 9.66198
2.4 2.3 0.70269 9.69297
2.4 2.4 0.69669 9.63636
2.4 2.5 0.69685 9.63491

2.5 1.0 0.69488 8.8903
2.5 1.1 0.71031 9.59375
2.5 1.2 0.71409 9.88681
2.5 1.3 0.71683 10.0609
2.5 1.4 0.72258 10.1197
2.5 1.5 0.71836 10.1313
2.5 1.6 0.71563 10.1465
2.5 1.7 0.71555 10.15
2.5 1.8 0.71375 10.1208
2.5 1.9 0.71013 10.1521
2.5 2.0 0.70351 9.76714
2.5 2.1 0.7017 9.75784
2.5 2.2 0.70056 9.54883
2.5 2.3 0.69642 9.6022
2.5 2.4 0.69367 9.72991
2.5 2.5 0.6953 9.50752
